identifier,pmid,doi,pmc,title,year,journal,publication_types,evidence_tier,what_it_measured,direction,classification_cardiac_plasma_source,verification_note,how_record_was_found
PMID:14708942,14708942,10.1080/08977190310001621014,,HB-GAM/Pleiotrophin and Midkine are differently expressed and distributed during retinoic acid-induced neural differentiation of P19 cells.,2003,Growth Factors,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,HB-GAM/Pleiotrophin and Midkine mRNA/protein in P19 mouse embryonal carcinoma cells,not_applicable,irrelevant,,abstract_search
PMID:12743018,12743018,10.1101/gr.1097503,PMC403662,Functional divergence of two zebrafish midkine growth factors following fish-specific gene duplication.,2003,Genome Res,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"midkine genes mdka/mdkb studied in zebrafish/trout; pleiotrophin only mentioned as related gene, not measured",not_applicable,irrelevant,,abstract_search
PMID:11880101,11880101,10.1016/s0090-4295(01)01578-3,,Gene expression profiles in the Peyronie's disease plaque.,2002,Urology,"Journal Article; Research Support, U.S. Gov't, P.H.S.",irrelevant,"Pleiotrophin mRNA/protein in Peyronie's disease plaque tissue, human",up_vs_control,irrelevant,,abstract_search
PMID:12107166,12107166,10.1074/jbc.M203963200,,"Anti-apoptotic signaling of pleiotrophin through its receptor, anaplastic lymphoma kinase.",2002,J Biol Chem,"Journal Article; Research Support, U.S. Gov't, P.H.S.",irrelevant,"PTN signaling via ALK receptor, cell culture (SW-13 human epithelial cells, mouse NIH3T3 fibroblasts)",not_applicable,irrelevant,,abstract_search
PMID:12112370,12112370,10.1002/glia.10078,,Increased syndecan expression by pleiotrophin and FGF receptor-expressing astrocytes in injured brain tissue.,2002,Glia,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN mRNA in mouse brain tissue (in situ hybridization), not cardiac, not plasma",up_vs_control,irrelevant,,abstract_search
PMID:12204104,12204104,10.1093/oxfordjournals.jbchem.a003231,,"Midkine and pleiotrophin: two related proteins involved in development, survival, inflammation and tumorigenesis.",2002,J Biochem,Journal Article; Review,irrelevant,"none; general review of MK/PTN structure, signaling, tumor expression",not_applicable,irrelevant,,abstract_search
PMID:12421346,12421346,10.1046/j.1471-4159.2002.01179.x,,"Pleiotrophin, an angiogenic and mitogenic growth factor, is expressed in human gliomas.",2002,J Neurochem,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN mRNA/protein in human glioma tissue/cells, not plasma; no cardiac relevance",not_applicable,irrelevant,,abstract_search
PMID:11999218,11999218,10.1080/08977190290023913,,Expression of pleiotrophin in hepatic nonparenchymal cells and preneoplastic nodules in carbon tetrachloride-induced fibrotic rat liver.,2002,Growth Factors,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN mRNA and protein in rat liver tissue (stellate/Kupffer cells, nodules)",up_vs_control,irrelevant,,abstract_search
PMID:12122009,12122009,10.1074/jbc.M205749200,,Midkine binds to anaplastic lymphoma kinase (ALK) and acts as a growth factor for different cell types.,2002,J Biol Chem,"Journal Article; Research Support, U.S. Gov't, P.H.S.",irrelevant,"Midkine binding to ALK receptor; PTN competition, cell lines/mice, no plasma PTN measurement",not_applicable,irrelevant,,abstract_search
PMID:12038985,12038985,10.1093/oxfordjournals.jbchem.a003178,,Pleiotrophin regulates bone morphogenetic protein (BMP)-induced ectopic osteogenesis.,2002,J Biochem,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,Bovine/recombinant human PTN protein implanted with rhBMP-2 in rat subcutaneous bone induction assay,not_applicable,irrelevant,,abstract_search
PMID:12411111,12411111,,,Recombinant human heparin-binding neurite-promoting factor expressed with yeast stimulates neurites outgrowth.,2002,Chin Med J (Engl),"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"Recombinant human HBNF/PTN protein produced in yeast, tested on rat PC12 cells in vitro",not_applicable,irrelevant,,abstract_search
PMID:11377819,11377819,10.1016/s0303-7207(01)00456-7,,Microarray analysis of Tbx2-directed gene expression: a possible role in osteogenesis.,2001,Mol Cell Endocrinol,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.; Research Support, U.S. Gov't, P.H.S.",irrelevant,Pleiotrophin (osf-1) mRNA in mouse NIH3T3 fibroblasts and rat osteosarcoma cells,not_applicable,irrelevant,,abstract_search
PMID:11244508,11244508,10.1038/sj.onc.1204026,,The angiogenic factor midkine is aberrantly expressed in NF1-deficient Schwann cells and is a mitogen for neurofibroma-derived cells.,2001,Oncogene,"Journal Article; Research Support, U.S. Gov't, P.H.S.",irrelevant,Midkine (MK) protein in human/mouse neurofibroma tissue and Schwann cells; PTN mentioned only as homolog comparison,not_applicable,irrelevant,,abstract_search
PMID:11331749,11331749,10.1073/pnas.091110798,PMC33267,Changes in global gene expression patterns during development and maturation of the rat kidney.,2001,Proc Natl Acad Sci U S A,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, P.H.S.",irrelevant,"pleiotrophin mRNA transcript, rat kidney tissue (embryonic/neonatal/adult), rat species",not_applicable,irrelevant,,abstract_search
PMID:11510908,11510908,10.1007/s004020000246,,Immunolocalization of the angiogenetic factor pleiotrophin (PTN) in the growth plate of mice.,2001,Arch Orthop Trauma Surg,Journal Article,irrelevant,"PTN protein, tissue (immunohistochemistry), mouse growth plate",not_applicable,irrelevant,,abstract_search
PMID:11546745,11546745,10.1242/dev.128.17.3283,,Identification of pleiotrophin as a mesenchymal factor involved in ureteric bud branching morphogenesis.,2001,Development,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, P.H.S.",irrelevant,Pleiotrophin protein purified from rat metanephric mesenchyme cell line conditioned medium,not_applicable,irrelevant,,abstract_search
PMID:11241127,11241127,10.1067/mva.2001.112229,,Construction and biological characterization of an HB-GAM/FGF-1 chimera for vascular tissue engineering.,2001,J Vasc Surg,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.; Research Support, U.S. Gov't, P.H.S.",irrelevant,"HB-GAM/FGF-1 chimeric recombinant protein activity in canine SMC/EC cell culture, not plasma",not_applicable,irrelevant,,abstract_search
PMID:11278720,11278720,10.1074/jbc.M010660200,,Identification of anaplastic lymphoma kinase as a receptor for the growth factor pleiotrophin.,2001,J Biol Chem,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.; Research Support, U.S. Gov't, P.H.S.",irrelevant,PTN-ALK receptor binding and signaling in cell lines; no plasma/serum or cardiac measurement,not_applicable,irrelevant,,abstract_search
PMID:11524479,11524479,10.1212/wnl.57.4.681,,Differing effects of IFN beta vs IFN gamma in MS: gene expression in cultured astrocytes.,2001,Neurology,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",irrelevant,Pleiotrophin mRNA in cultured fetal human astrocytes (in vitro),up_vs_control,irrelevant,,abstract_search
PMID:10879061,10879061,,,[Recent progress of midkine research on cancer].,2000,Nihon Rinsho,Journal Article; Review,irrelevant,"Serum midkine (not PTN) in cancer; PTN only mentioned as related family member, human",not_applicable,irrelevant,,abstract_search
PMID:10980414,10980414,10.1016/s0945-053x(00)00084-6,,Heparin-binding proteins HB-GAM (pleiotrophin) and amphoterin in the regulation of cell motility.,2000,Matrix Biol,"Journal Article; Research Support, Non-U.S. Gov't; Review",irrelevant,"HB-GAM/pleiotrophin and amphoterin studied in rat brain/bone tissue, no plasma measurement",not_applicable,irrelevant,,abstract_search
PMID:10992473,10992473,10.1128/IAI.68.10.5696-5701.2000,PMC101525,Interaction of fimbriae of Haemophilus influenzae type B with heparin-binding extracellular matrix proteins.,2000,Infect Immun,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"HB-GAM (PTN) protein binding studied in vitro, mouse-derived, immobilized on glass; not plasma",not_applicable,irrelevant,,abstract_search
PMID:10623765,10623765,10.1128/jvi.74.2.1008-1013.2000,PMC111623,Isolation of transformation suppressor genes by cDNA subtraction: lumican suppresses transformation induced by v-src and v-K-ras.,2000,J Virol,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"TRIF2/HB-GAM mRNA in rat fibroblast cell lines (REF, F2408), not plasma",not_applicable,irrelevant,,abstract_search
PMID:10830434,10830434,10.1046/j.1440-169x.2000.00497.x,,Distinct expression of midkine and pleiotrophin in the spinal cord and placental tissues during early mouse development.,2000,Dev Growth Differ,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"Pleiotrophin mRNA in mouse spinal cord/neural tube and placenta, in situ hybridization",not_applicable,irrelevant,,abstract_search
PMID:10866805,10866805,10.1046/j.1432-1327.2000.01440.x,,"A heparin-binding growth factor, midkine, binds to a chondroitin sulfate proteoglycan, PG-M/versican.",2000,Eur J Biochem,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN binding to PG-M/versican proteoglycan, mouse embryo tissue extract",not_applicable,irrelevant,,abstract_search
PMID:11136554,11136554,10.1006/mgme.2000.3111,,Midkine is expressed early in rat fetal adrenal development.,2000,Mol Genet Metab,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, P.H.S.",irrelevant,"Mdk mRNA in rat fetal adrenal tissue, not PTN, not plasma, not cardiac",not_applicable,irrelevant,,abstract_search
PMID:10077226,10077226,10.1016/s0304-3835(98)00275-4,,Levels of expression of pleiotrophin and protein tyrosine phosphatase zeta are decreased in human colorectal cancers.,1999,Cancer Lett,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,PTN and PTPzeta mRNA levels in human colorectal cancer tissue vs normal mucosa,down_vs_control,irrelevant,,abstract_search
PMID:10212223,10212223,10.1074/jbc.274.18.12474,,A receptor-like protein-tyrosine phosphatase PTPzeta/RPTPbeta binds a heparin-binding growth factor midkine. Involvement of arginine 78 of midkine in the high affinity binding to PTPzeta.,1999,J Biol Chem,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,Not measured; in vitro binding assay of midkine/pleiotrophin to PTPzeta receptor,not_applicable,irrelevant,,abstract_search
PMID:10448302,10448302,10.1016/s0959-8049(98)00406-7,,Melanoma cell-derived factor stimulation of fibroblast glycosaminoglycan synthesis--the role of platelet-derived growth factor.,1999,Eur J Cancer,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"recombinant pleiotrophin tested for fibroblast GAG synthesis stimulation, not a measured analyte in tissue/plasma",not_applicable,irrelevant,,abstract_search
PMID:9915553,9915553,10.1097/00062752-199901000-00008,,"Pleiotrophin and midkine, a family of mitogenic and angiogenic heparin-binding growth and differentiation factors.",1999,Curr Opin Hematol,Journal Article; Review,irrelevant,"none; general review of PTN/midkine biology in cancer, no cardiac or plasma measurement",not_applicable,irrelevant,,abstract_search
PMID:9882525,9882525,10.1006/excr.1998.4304,,Pleiotrophin as a Swiss 3T3 cell-derived potent mitogen for adult rat hepatocytes.,1999,Exp Cell Res,Journal Article,irrelevant,PTN protein in Swiss 3T3 cell-conditioned medium; PTN mRNA in rat liver tissue,not_applicable,irrelevant,,abstract_search
PMID:10487209,10487209,10.1007/s000180050373,PMC11146926,"Noncollagenous, nonproteoglycan macromolecules of cartilage.",1999,Cell Mol Life Sci,"Journal Article; Research Support, Non-U.S. Gov't; Review",irrelevant,"none; review of cartilage ECM proteins including pleiotrophin, no plasma/serum measurement",not_applicable,irrelevant,,abstract_search
PMID:10607916,10607916,10.1016/s0945-053x(99)00049-9,,Pleiotrophin inhibits chondrocyte proliferation and stimulates proteoglycan synthesis in mature bovine cartilage.,1999,Matrix Biol,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,PTN effects on proteoglycan synthesis/proliferation in bovine chondrocyte cultures,not_applicable,irrelevant,,abstract_search
PMID:9513711,9513711,,,Local control of mammary gland differentiation: mammary-derived growth inhibitor and pleiotrophin.,1998,Biochem Soc Symp,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, P.H.S.; Review",irrelevant,"Pleiotrophin expression in mammary epithelial cells, not plasma; not cardiac",not_applicable,irrelevant,,abstract_search
PMID:9570800,9570800,10.1523/JNEUROSCI.18-10-03699.1998,PMC6793139,"Upregulation of pleiotrophin gene expression in developing microvasculature, macrophages, and astrocytes after acute ischemic brain injury.",1998,J Neurosci,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.; Research Support, U.S. Gov't, P.H.S.",irrelevant,"Ptn mRNA expression in rat brain tissue (macrophages, astrocytes, endothelial cells, neurons)",not_applicable,irrelevant,,abstract_search
PMID:9660874,9660874,10.1083/jcb.142.1.203,PMC2133018,Involvement of receptor-like protein tyrosine phosphatase zeta/RPTPbeta and its ligand pleiotrophin/heparin-binding growth-associated molecule (HB-GAM) in neuronal migration.,1998,J Cell Biol,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,Pleiotrophin/PTPzeta in rat cortical neuron cultures; no plasma or cardiac measurement,not_applicable,irrelevant,,abstract_search
PMID:9749725,9749725,10.1046/j.1460-9568.1998.00082.x,,N-syndecan and HB-GAM (heparin-binding growth-associated molecule) associate with early axonal tracts in the rat brain.,1998,Eur J Neurosci,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,HB-GAM/pleiotrophin and N-syndecan in rat embryonic brain tissue/neurons,not_applicable,irrelevant,,abstract_search
PMID:9814819,9814819,10.1002/(sici)1098-1136(199812)24:4<390::aid-glia4>3.0.co;2-1,,Basic FGF and FGF receptor 1 are expressed in microglia during experimental autoimmune encephalomyelitis: temporally distinct expression of midkine and pleiotrophin.,1998,Glia,Journal Article,irrelevant,PTN mRNA in rat spinal cord tissue (EAE model),up_vs_control,irrelevant,,abstract_search
PMID:9739080,9739080,10.1242/jcs.111.20.3073,,Regulation of mRNA localization by transmembrane signalling: local interaction of HB-GAM (heparin-binding growth-associated molecule) with the cell surface localizes beta-actin mRNA.,1998,J Cell Sci,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,HB-GAM (PTN) cell surface signaling in rat cultured tumor cells; no plasma/serum measurement,not_applicable,irrelevant,,abstract_search
PMID:9185236,9185236,10.1016/s0301-0082(97)00007-5,,HB-GAM (heparin-binding growth-associated molecule) and heparin-type glycans in the development and plasticity of neuron-target contacts.,1997,Prog Neurobiol,Journal Article; Review,irrelevant,"HB-GAM/PTN protein in rat brain neurons and neuromuscular tissue, not plasma/serum",not_applicable,irrelevant,,abstract_search
PMID:9305941,9305941,10.1074/jbc.272.39.24696,,Transformation by ras suppresses expression of the neurotrophic growth factor pleiotrophin.,1997,J Biol Chem,Journal Article,irrelevant,p18/pleiotrophin protein in NIH 3T3 mouse fibroblast lysates/conditioned medium,not_applicable,irrelevant,,abstract_search
PMID:9235965,9235965,10.1074/jbc.272.31.19588,,Signal transduction pathways involved in the mitogenic activity of pleiotrophin. Implication of mitogen-activated protein kinase and phosphoinositide 3-kinase pathways.,1997,J Biol Chem,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.; Research Support, U.S. Gov't, P.H.S.",irrelevant,recombinant human PTN signaling in bovine epithelial lens cells; no plasma/serum/tissue measurement,not_applicable,irrelevant,,abstract_search
PMID:8827454,8827454,10.1093/oxfordjournals.jbchem.a021364,,"Enzyme-linked immunoassay for midkine, and its application to evaluation of midkine levels in developing mouse brain and sera from patients with hepatocellular carcinomas.",1996,J Biochem,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"Midkine (MK) protein in mouse brain tissue and human serum; PTN tested only for antibody cross-reactivity, not measured",not_applicable,irrelevant,,abstract_search
PMID:8971480,8971480,10.1016/s1359-6101(96)00029-9,,Growth factors in skeletal muscle regeneration.,1996,Cytokine Growth Factor Rev,"Journal Article; Research Support, Non-U.S. Gov't; Review",irrelevant,"none; review discusses HARP/PTN/HB-GAM role in skeletal muscle regeneration, no cardiac or plasma measurement",not_applicable,irrelevant,,abstract_search
PMID:8910787,8910787,10.1002/(SICI)1097-4695(199611)31:3<283::AID-NEU2>3.0.CO;2-6,,Localization of pleiotrophin and its mRNA in subpopulations of neurons and their corresponding axonal tracts suggests important roles in neural-glial interactions during development and in maturity.,1996,J Neurobiol,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.; Research Support, U.S. Gov't, P.H.S.",irrelevant,"Ptn mRNA/protein in mouse nervous system tissue (neurons, glia, axons)",not_applicable,irrelevant,,abstract_search
PMID:8962128,8962128,10.1073/pnas.93.25.14759,PMC26209,Human trophoblast and choriocarcinoma expression of the growth factor pleiotrophin attributable to germ-line insertion of an endogenous retrovirus.,1996,Proc Natl Acad Sci U S A,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.; Research Support, U.S. Gov't, P.H.S.",irrelevant,"PTN mRNA in trophoblast/choriocarcinoma cells and placenta tissue, human",not_applicable,irrelevant,,abstract_search
PMID:7477935,7477935,10.1016/0306-4522(95)00110-5,,Induction of heparin-binding growth-associated molecule expression in reactive astrocytes following hippocampal neuronal injury.,1995,Neuroscience,Journal Article,irrelevant,"HB-GAM (PTN) mRNA and protein in rat hippocampal tissue/astrocytes, not human plasma",up_vs_control,irrelevant,,abstract_search
PMID:7677748,7677748,10.1006/bbrc.1995.2305,,Developmental and differential regulations in gene expression of Xenopus pleiotrophic factors-alpha and -beta.,1995,Biochem Biophys Res Commun,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"X-ptf-alpha/beta mRNA in Xenopus tissues (brain, heart, etc.), not human, not plasma",not_applicable,irrelevant,,abstract_search
PMID:7790396,7790396,10.1002/jcp.1041640107,,Effect of heparin on bovine epithelial lens cell proliferation induced by heparin affin regulatory peptide.,1995,J Cell Physiol,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"HARP/PTN mitogenic activity on bovine lens epithelial cells, recombinant protein in vitro",not_applicable,irrelevant,,abstract_search
PMID:7584721,7584721,,,[Midkine in relation to development and pathological status of the nervous system].,1995,Nihon Shinkei Seishin Yakurigaku Zasshi,Journal Article; Review,irrelevant,"no plasma/serum PTN measured; midkine mRNA/protein in nervous system tissue, rat/mouse/human",not_applicable,irrelevant,,abstract_search
PMID:8714367,8714367,10.1016/0955-2235(95)00002-x,,Biochemical and mitogenic properties of the heparin-binding growth factor HARP.,1995,Prog Growth Factor Res,"Journal Article; Research Support, Non-U.S. Gov't; Review",irrelevant,"none; review of HARP/PTN biochemical and mitogenic properties, no plasma/cardiac measurement",not_applicable,irrelevant,,abstract_search
PMID:7867507,7867507,10.1242/dev.121.1.37,,"Expression of the heparin-binding cytokines, midkine (MK) and HB-GAM (pleiotrophin) is associated with epithelial-mesenchymal interactions during fetal development and organogenesis.",1995,Development,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,MK and HB-GAM protein in mouse embryonic tissues (immunohistochemistry),not_applicable,irrelevant,,abstract_search
PMID:7875612,7875612,10.1016/0378-1119(94)00674-h,,An additional 5'-upstream exon exists in the human pleiotrophin-encoding gene.,1995,Gene,"Journal Article; Research Support, U.S. Gov't, P.H.S.",irrelevant,"PTN gene structure/exon in melanoma cell line cDNA, not protein measurement",not_applicable,irrelevant,,abstract_search
PMID:8537332,8537332,10.1093/oxfordjournals.jbchem.a124898,,Restricted expression of Xenopus midkine gene during early development.,1995,J Biochem,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"Xenopus midkine (XMK) mRNA in embryo/adult tissues via in situ hybridization and Northern blot, Xenopus laevis",not_applicable,irrelevant,,abstract_search
PMID:7896734,7896734,10.1093/oxfordjournals.jbchem.a124628,,Identification of nucleolin as a binding protein for midkine (MK) and heparin-binding growth associated molecule (HB-GAM).,1994,J Biochem,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"Nucleolin as MK/HB-GAM binding protein in cell lines (mouse/hamster), not plasma PTN",not_applicable,irrelevant,,abstract_search
PMID:37280889,37280889,10.1111/j.1440-169X.1994.00001.x,,The Midkine Family of Growth/ Differentiation Factors: (midkine/pleiotrophin/retinoic acid/neurotrophic factors/ embryonal carcinoma cells).,1994,Dev Growth Differ,Journal Article; Review,irrelevant,"no measurement; review of midkine/pleiotrophin family developmental biology, no species specified",not_applicable,irrelevant,,abstract_search
PMID:7859927,7859927,10.1016/0303-7207(94)90171-6,,Isolation and identification of midkine and pleiotrophin in bovine follicular fluid.,1994,Mol Cell Endocrinol,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,Midkine and pleiotrophin in bovine follicular fluid,not_applicable,irrelevant,,abstract_search
PMID:7955315,7955315,10.1016/0165-3806(94)90121-x,,Expression of HB-GAM (heparin-binding growth-associated molecules) in the pathways of developing axonal processes in vivo and neurite outgrowth in vitro induced by HB-GAM.,1994,Brain Res Dev Brain Res,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"HB-GAM protein in rat brain/nervous tissue, in vitro neurite outgrowth",not_applicable,irrelevant,,abstract_search
PMID:7955321,7955321,10.1016/0165-3806(94)90127-9,,"A novel family of heparin-binding growth factors, pleiotrophin and midkine, is expressed in the developing rat cerebral cortex.",1994,Brain Res Dev Brain Res,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"Pleiotrophin/midkine protein and mRNA in rat cerebral cortex tissue, rat",not_applicable,irrelevant,,abstract_search
PMID:8076838,8076838,10.1016/0378-1119(94)90312-3,,Cloning and sequence of the Xenopus laevis homologue of the midkine cDNA.,1994,Gene,"Journal Article; Research Support, U.S. Gov't, P.H.S.",irrelevant,"MK cDNA sequence, Xenopus laevis embryo, not plasma PTN measurement",not_applicable,irrelevant,,abstract_search
PMID:8175719,8175719,,,Isolation of a neuronal cell surface receptor of heparin binding growth-associated molecule (HB-GAM). Identification as N-syndecan (syndecan-3).,1994,J Biol Chem,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, P.H.S.",irrelevant,"HB-GAM/pleiotrophin receptor N-syndecan, rat brain neurons/tissue, not plasma",not_applicable,irrelevant,,abstract_search
PMID:8409968,8409968,10.1002/neu.480240806,,Biological studies of a putative avian muscle-derived neurotrophic factor that prevents naturally occurring motoneuron death in vivo.,1993,J Neurobiol,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, P.H.S.",irrelevant,"not applicable; muscle extract trophic activity assays, avian/mouse/rat/human tissue, not plasma PTN",not_applicable,irrelevant,,abstract_search
PMID:8507561,8507561,,,"Midkine (MK), the product of a retinoic acid responsive gene, and pleiotrophin constitute a new protein family regulating growth and differentiation.",1993,Int J Dev Biol,"Journal Article; Research Support, Non-U.S. Gov't; Review",irrelevant,"MK/pleiotrophin gene expression, mouse tissue (kidney); review of protein family, no plasma measurement",not_applicable,irrelevant,,abstract_search
PMID:8281012,8281012,10.1007/BF00360899,,Mapping the midkine family of developmentally regulated signaling molecules.,1993,Mamm Genome,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,gene mapping only; no PTN protein measured in any matrix or species,not_applicable,irrelevant,,abstract_search
PMID:8340821,8340821,10.1002/jor.1100110403,,Pleiotrophin is an abundant protein in dissociative extracts of bovine fetal epiphyseal cartilage and nasal cartilage from newborns.,1993,J Orthop Res,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, P.H.S.",irrelevant,"PTN protein in bovine cartilage tissue extracts (nasal, fetal epiphyseal), bovine species",not_applicable,irrelevant,,abstract_search
PMID:8408430,8408430,10.1016/s0021-9673(99)87023-x,,Structural characterisation of native and recombinant forms of the neurotrophic cytokine MK.,1993,J Chromatogr,Journal Article,irrelevant,"Structural/disulphide bond analysis of recombinant midkine and native PTN protein, not plasma",not_applicable,irrelevant,,abstract_search
PMID:8484754,8484754,10.1006/bbrc.1993.1432,,Genomic organization of the human HBNF gene and characterization of an HBNF variant protein as a splice mutant.,1993,Biochem Biophys Res Commun,Journal Article,irrelevant,"HBNF/PTN gene structure and protein variant in bovine brain tissue, not plasma",not_applicable,irrelevant,,abstract_search
PMID:1464612,1464612,,,Characterization of the human pleiotrophin gene. Promoter region and chromosomal localization.,1992,J Biol Chem,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, P.H.S.",irrelevant,"PTN gene promoter/genomic characterization, no protein measured, human and mouse DNA/cells",not_applicable,irrelevant,,abstract_search
PMID:1373617,1373617,10.1016/0006-291x(92)91211-8,,Pleiotrophin gene expression is highly restricted and is regulated by platelet-derived growth factor.,1992,Biochem Biophys Res Commun,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, P.H.S.",irrelevant,"PTN mRNA in cell lines (NIH 3T3, F9, fibroblasts) by Northern blot, mouse/mixed species",not_applicable,irrelevant,,abstract_search
PMID:1477961,1477961,10.1016/0165-3806(92)90206-c,,"Expression of the HBNF (heparin-binding neurite-promoting factor) gene in the brain of fetal, neonatal and adult rat: an in situ hybridization study.",1992,Brain Res Dev Brain Res,Journal Article,irrelevant,"HBNF (PTN) mRNA in situ hybridization in rat brain tissue, not cardiac, not plasma",not_applicable,irrelevant,,abstract_search
PMID:1379543,1379543,10.1016/0014-5793(92)80699-h,,"Cell density-dependent expression of heparin-binding growth-associated molecule (HB-GAM, p18) and its down-regulation by fibroblast growth factors.",1992,FEBS Lett,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,HB-GAM protein/mRNA in rat glioma and mouse BALB/c 3T3 cell lines,not_applicable,irrelevant,,abstract_search
PMID:1416088,1416088,10.1007/BF00185989,,Cellular distribution of the new growth factor pleiotrophin (HB-GAM) mRNA in developing and adult rat tissues.,1992,Anat Embryol (Berl),"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN mRNA in situ hybridization, rat tissues (nervous system, mesenchyme, bone, etc.)",not_applicable,irrelevant,,abstract_search
PMID:1457042,1457042,10.1089/dna.1992.11.735,,Genomic organization of the mouse OSF-1 gene.,1992,DNA Cell Biol,Journal Article,irrelevant,"OSF-1/pleiotrophin gene structure, mouse genomic DNA and osteoblastic cell cDNA, not protein measurement",not_applicable,irrelevant,,abstract_search
PMID:1457401,1457401,10.1021/bi00163a009,,"Cloning, nucleotide sequence, and chromosome localization of the human pleiotrophin gene.",1992,Biochemistry,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, P.H.S.",irrelevant,"gene cloning/sequencing of human PTN gene, no protein measurement",not_applicable,irrelevant,,abstract_search
PMID:1530608,1530608,10.1016/0006-291x(92)91312-e,,Structure of the human heparin-binding growth factor gene pleiotrophin.,1992,Biochem Biophys Res Commun,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, P.H.S.",irrelevant,"gene structure/exons of human PTN gene, not protein measurement",not_applicable,irrelevant,,abstract_search
PMID:1550576,1550576,10.1016/0006-291x(92)90539-w,,Similarity of the genomic structure between the two members in a new family of heparin-binding factors.,1992,Biochem Biophys Res Commun,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN/HB-GAM genomic DNA structure in mouse somatic cell lines, not protein measurement",not_applicable,irrelevant,,abstract_search
PMID:1597470,1597470,,,Secretion and biological activities of heparin-binding growth-associated molecule. Neurite outgrowth-promoting and mitogenic actions of the recombinant and tissue-derived protein.,1992,J Biol Chem,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"recombinant/tissue-derived HB-GAM (PTN) protein, culture medium/brain tissue, rat/insect cell/mouse",not_applicable,irrelevant,,abstract_search
PMID:1773041,1773041,10.1016/s0955-2235(05)80005-5,,"HBNF and MK, members of a novel gene family of heparin-binding proteins with potential roles in embryogenesis and brain function.",1991,Prog Growth Factor Res,Comparative Study; Journal Article; Review,irrelevant,"no plasma/serum measurement; review of HBNF/MK gene expression in brain and fetal tissue, species unspecified",not_applicable,irrelevant,,abstract_search
PMID:1768439,1768439,10.3109/08977199109000275,,"Cloning, characterization and developmental regulation of two members of a novel human gene family of neurite outgrowth-promoting proteins.",1991,Growth Factors,Comparative Study; Journal Article,irrelevant,"HBNF/PTN and MK mRNA/protein in brain tissue, mouse/rat/human cell line",not_applicable,irrelevant,,abstract_search
